#Region, String, Module x, Latitude1, Longitude1, Latitude2, Longitude2, Latitude3, Longitude3, Latitude4, Longitude4
North_G02_IV06, S10,27,-4.437986649,40.71353409,-4.437986886,40.71354437,-4.438010713,40.71354406,-4.438010476,40.71353377
North_G02_IV06, S10,28,-4.437986413,40.7135238,-4.437986649,40.71353409,-4.438010476,40.71353377,-4.43801024,40.71352349
North_G02_IV06, S10,29,-4.437986177,40.71351351,-4.437986413,40.7135238,-4.43801024,40.71352349,-4.438010004,40.7135132
North_G02_IV06, S10,18,-4.437988872,40.71364262,-4.437989101,40.71365292,-4.43801312,40.71365261,-4.438012891,40.71364232
North_G02_IV06, S10,19,-4.437988643,40.71363233,-4.437988872,40.71364262,-4.438012891,40.71364232,-4.438012662,40.71363202
North_G02_IV06, S10,20,-4.437988414,40.71362204,-4.437988643,40.71363233,-4.438012662,40.71363202,-4.438012433,40.71362173
North_G02_IV06, S10,21,-4.437988186,40.71361174,-4.437988414,40.71362204,-4.438012433,40.71362173,-4.438012205,40.71361144
North_G02_IV06, S10,22,-4.437987957,40.71360145,-4.437988186,40.71361174,-4.438012205,40.71361144,-4.438011976,40.71360114
North_G02_IV06, S10,23,-4.437987728,40.71359116,-4.437987957,40.71360145,-4.438011976,40.71360114,-4.438011747,40.71359085
North_G02_IV06, S10,24,-4.4379875,40.71358086,-4.437987728,40.71359116,-4.438011747,40.71359085,-4.438011519,40.71358056
North_G02_IV06, S10,9,-4.437990874,40.71373692,-4.437991082,40.71374724,-4.438015101,40.71374697,-4.438014893,40.71373664
North_G02_IV06, S10,10,-4.437990665,40.7137266,-4.437990874,40.71373692,-4.438014893,40.71373664,-4.438014685,40.71372632
North_G02_IV06, S10,11,-4.437990457,40.71371628,-4.437990665,40.7137266,-4.438014685,40.71372632,-4.438014477,40.713716
North_G02_IV06, S10,12,-4.437990249,40.71370596,-4.437990457,40.71371628,-4.438014477,40.713716,-4.438014269,40.71370568
North_G02_IV06, S10,13,-4.437990041,40.71369564,-4.437990249,40.71370596,-4.438014269,40.71370568,-4.43801406,40.71369536
North_G02_IV06, S10,14,-4.437989832,40.71368531,-4.437990041,40.71369564,-4.43801406,40.71369536,-4.438013852,40.71368504
North_G02_IV06, S10,15,-4.437989624,40.71367499,-4.437989832,40.71368531,-4.438013852,40.71368504,-4.438013644,40.71367471
North_G02_IV06, S10,16,-4.437989416,40.71366467,-4.437989624,40.71367499,-4.438013644,40.71367471,-4.438013436,40.71366439
North_G02_IV06, S10,17,-4.437989208,40.71365435,-4.437989416,40.71366467,-4.438013436,40.71366439,-4.438013227,40.71365407
North_G02_IV06, S10,3,-4.437992215,40.71380026,-4.437992419,40.71381054,-4.438016439,40.71381026,-4.438016234,40.71379998
North_G02_IV06, S10,4,-4.43799201,40.71378997,-4.437992215,40.71380026,-4.438016234,40.71379998,-4.438016029,40.7137897
North_G02_IV06, S10,5,-4.437991805,40.71377969,-4.43799201,40.71378997,-4.438016029,40.7137897,-4.438015824,40.71377941
North_G02_IV06, S10,6,-4.4379916,40.71376941,-4.437991805,40.71377969,-4.438015824,40.71377941,-4.43801562,40.71376913
North_G02_IV06, S10,7,-4.437991395,40.71375912,-4.4379916,40.71376941,-4.43801562,40.71376913,-4.438015415,40.71375885
North_G02_IV06, S10,8,-4.43799119,40.71374884,-4.437991395,40.71375912,-4.438015415,40.71375885,-4.43801521,40.71374856
North_G02_IV06, S10,1,-4.437992754,40.7138222,-4.437992878,40.71383256,-4.438016899,40.7138324,-4.438016775,40.71382203
North_G02_IV06, S10,2,-4.43799263,40.71381184,-4.437992754,40.7138222,-4.438016775,40.71382203,-4.438016651,40.71381167
North_G02_IV06, S11,28,-4.437880382,40.71228466,-4.437880635,40.71229494,-4.437904579,40.71229461,-4.437904326,40.71228432
North_G02_IV06, S11,29,-4.437880129,40.71227437,-4.437880382,40.71228466,-4.437904326,40.71228432,-4.437904073,40.71227403
North_G02_IV06, S11,21,-4.437881392,40.71235782,-4.437881537,40.71236807,-4.437905484,40.71236787,-4.437905338,40.71235763
North_G02_IV06, S11,22,-4.437881247,40.71234758,-4.437881392,40.71235782,-4.437905338,40.71235763,-4.437905193,40.71234739
North_G02_IV06, S11,23,-4.437881101,40.71233734,-4.437881247,40.71234758,-4.437905193,40.71234739,-4.437905048,40.71233714
North_G02_IV06, S11,24,-4.437880956,40.7123271,-4.437881101,40.71233734,-4.437905048,40.71233714,-4.437904902,40.7123269
North_G02_IV06, S11,25,-4.437880811,40.71231686,-4.437880956,40.7123271,-4.437904902,40.7123269,-4.437904757,40.71231666
North_G02_IV06, S11,26,-4.437880665,40.71230661,-4.437880811,40.71231686,-4.437904757,40.71231666,-4.437904612,40.71230642
North_G02_IV06, S11,27,-4.43788052,40.71229637,-4.437880665,40.71230661,-4.437904612,40.71230642,-4.437904466,40.71229618
North_G02_IV06, S11,12,-4.437883504,40.71245161,-4.43788372,40.71246186,-4.437907665,40.71246157,-4.437907449,40.71245132
North_G02_IV06, S11,13,-4.437883288,40.71244136,-4.437883504,40.71245161,-4.437907449,40.71245132,-4.437907233,40.71244107
North_G02_IV06, S11,14,-4.437883072,40.71243111,-4.437883288,40.71244136,-4.437907233,40.71244107,-4.437907016,40.71243082
North_G02_IV06, S11,15,-4.437882856,40.71242086,-4.437883072,40.71243111,-4.437907016,40.71243082,-4.4379068,40.71242057
North_G02_IV06, S11,16,-4.437882639,40.71241061,-4.437882856,40.71242086,-4.4379068,40.71242057,-4.437906584,40.71241032
North_G02_IV06, S11,17,-4.437882423,40.71240036,-4.437882639,40.71241061,-4.437906584,40.71241032,-4.437906368,40.71240007
North_G02_IV06, S11,18,-4.437882207,40.71239011,-4.437882423,40.71240036,-4.437906368,40.71240007,-4.437906151,40.71238982
North_G02_IV06, S11,19,-4.437881991,40.71237985,-4.437882207,40.71239011,-4.437906151,40.71238982,-4.437905935,40.71237956
North_G02_IV06, S11,20,-4.437881774,40.7123696,-4.437881991,40.71237985,-4.437905935,40.71237956,-4.437905719,40.71236931
North_G02_IV06, S11,3,-4.437885458,40.71254535,-4.437885647,40.71255559,-4.437909592,40.71255533,-4.437909403,40.71254509
North_G02_IV06, S11,4,-4.437885269,40.71253511,-4.437885458,40.71254535,-4.437909403,40.71254509,-4.437909214,40.71253485
North_G02_IV06, S11,5,-4.437885079,40.71252487,-4.437885269,40.71253511,-4.437909214,40.71253485,-4.437909025,40.71252462
North_G02_IV06, S11,6,-4.43788489,40.71251463,-4.437885079,40.71252487,-4.437909025,40.71252462,-4.437908835,40.71251438
North_G02_IV06, S11,7,-4.437884701,40.71250439,-4.43788489,40.71251463,-4.437908835,40.71251438,-4.437908646,40.71250414
North_G02_IV06, S11,8,-4.437884511,40.71249415,-4.437884701,40.71250439,-4.437908646,40.71250414,-4.437908457,40.7124939
North_G02_IV06, S11,9,-4.437884322,40.71248392,-4.437884511,40.71249415,-4.437908457,40.7124939,-4.437908267,40.71248366
North_G02_IV06, S11,10,-4.437884133,40.71247368,-4.437884322,40.71248392,-4.437908267,40.71248366,-4.437908078,40.71247342
North_G02_IV06, S11,11,-4.437883943,40.71246344,-4.437884133,40.71247368,-4.437908078,40.71247342,-4.437907889,40.71246318
North_G02_IV06, S11,1,-4.437885747,40.71256751,-4.437886,40.7125778,-4.437909943,40.71257746,-4.43790969,40.71256717
North_G02_IV06, S11,2,-4.437885493,40.71255722,-4.437885747,40.71256751,-4.43790969,40.71256717,-4.437909437,40.71255688
North_G02_IV06, S12,23,-4.43788696,40.71263932,-4.437887141,40.71264959,-4.437911086,40.71264935,-4.437910905,40.71263908
North_G02_IV06, S12,24,-4.437886778,40.71262905,-4.43788696,40.71263932,-4.437910905,40.71263908,-4.437910724,40.71262881
North_G02_IV06, S12,25,-4.437886597,40.71261878,-4.437886778,40.71262905,-4.437910724,40.71262881,-4.437910543,40.71261853
North_G02_IV06, S12,26,-4.437886416,40.71260851,-4.437886597,40.71261878,-4.437910543,40.71261853,-4.437910362,40.71260826
North_G02_IV06, S12,27,-4.437886235,40.71259823,-4.437886416,40.71260851,-4.437910362,40.71260826,-4.437910181,40.71259799
North_G02_IV06, S12,28,-4.437886054,40.71258796,-4.437886235,40.71259823,-4.437910181,40.71259799,-4.437909999,40.71258772
North_G02_IV06, S12,29,-4.437885873,40.71257769,-4.437886054,40.71258796,-4.437909999,40.71258772,-4.437909818,40.71257745
North_G02_IV06, S12,16,-4.437888479,40.71271263,-4.43788868,40.71272288,-4.437912626,40.71272261,-4.437912424,40.71271236
North_G02_IV06, S12,17,-4.437888277,40.71270239,-4.437888479,40.71271263,-4.437912424,40.71271236,-4.437912222,40.71270212
North_G02_IV06, S12,18,-4.437888076,40.71269215,-4.437888277,40.71270239,-4.437912222,40.71270212,-4.437912021,40.71269188
North_G02_IV06, S12,19,-4.437887874,40.71268191,-4.437888076,40.71269215,-4.437912021,40.71269188,-4.437911819,40.71268164
North_G02_IV06, S12,20,-4.437887672,40.71267167,-4.437887874,40.71268191,-4.437911819,40.71268164,-4.437911618,40.7126714
North_G02_IV06, S12,21,-4.437887471,40.71266143,-4.437887672,40.71267167,-4.437911618,40.7126714,-4.437911416,40.71266115
North_G02_IV06, S12,22,-4.437887269,40.71265118,-4.437887471,40.71266143,-4.437911416,40.71266115,-4.437911214,40.71265091
North_G02_IV06, S12,8,-4.437890479,40.71281074,-4.437890716,40.71282101,-4.43791466,40.7128207,-4.437914423,40.71281042
North_G02_IV06, S12,9,-4.437890243,40.71280046,-4.437890479,40.71281074,-4.437914423,40.71281042,-4.437914187,40.71280015
North_G02_IV06, S12,10,-4.437890006,40.71279019,-4.437890243,40.71280046,-4.437914187,40.71280015,-4.437913951,40.71278987
North_G02_IV06, S12,11,-4.43788977,40.71277991,-4.437890006,40.71279019,-4.437913951,40.71278987,-4.437913714,40.7127796
North_G02_IV06, S12,12,-4.437889534,40.71276964,-4.43788977,40.71277991,-4.437913714,40.7127796,-4.437913478,40.71276932
North_G02_IV06, S12,13,-4.437889297,40.71275936,-4.437889534,40.71276964,-4.437913478,40.71276932,-4.437913241,40.71275905
North_G02_IV06, S12,14,-4.437889061,40.71274909,-4.437889297,40.71275936,-4.437913241,40.71275905,-4.437913005,40.71274877
North_G02_IV06, S12,15,-4.437888825,40.71273881,-4.437889061,40.71274909,-4.437913005,40.71274877,-4.437912769,40.7127385
North_G02_IV06, S12,1,-4.437891898,40.71288398,-4.437892089,40.71289424,-4.437916034,40.71289398,-4.437915843,40.71288372
North_G02_IV06, S12,2,-4.437891708,40.71287372,-4.437891898,40.71288398,-4.437915843,40.71288372,-4.437915653,40.71287346
North_G02_IV06, S12,3,-4.437891517,40.71286346,-4.437891708,40.71287372,-4.437915653,40.71287346,-4.437915463,40.71286321
North_G02_IV06, S12,4,-4.437891327,40.7128532,-4.437891517,40.71286346,-4.437915463,40.71286321,-4.437915272,40.71285295
North_G02_IV06, S12,5,-4.437891137,40.71284294,-4.437891327,40.7128532,-4.437915272,40.71285295,-4.437915082,40.71284269
North_G02_IV06, S12,6,-4.437890946,40.71283268,-4.437891137,40.71284294,-4.437915082,40.71284269,-4.437914892,40.71283243
North_G02_IV06, S12,7,-4.437890756,40.71282242,-4.437890946,40.71283268,-4.437914892,40.71283243,-4.437914701,40.71282217
North_G02_IV06, S13,28,-4.437892283,40.71290438,-4.437892368,40.71291467,-4.437916315,40.71291456,-4.43791623,40.71290427
North_G02_IV06, S13,29,-4.437892197,40.71289409,-4.437892283,40.71290438,-4.43791623,40.71290427,-4.437916144,40.71289398
North_G02_IV06, S13,19,-4.437894151,40.71299839,-4.437894397,40.71300864,-4.437918252,40.71300831,-4.437918006,40.71299806
North_G02_IV06, S13,20,-4.437893905,40.71298813,-4.437894151,40.71299839,-4.437918006,40.71299806,-4.43791776,40.71298781
North_G02_IV06, S13,21,-4.437893659,40.71297788,-4.437893905,40.71298813,-4.43791776,40.71298781,-4.437917514,40.71297755
North_G02_IV06, S13,22,-4.437893412,40.71296763,-4.437893659,40.71297788,-4.437917514,40.71297755,-4.437917268,40.7129673
North_G02_IV06, S13,23,-4.437893166,40.71295737,-4.437893412,40.71296763,-4.437917268,40.7129673,-4.437917022,40.71295704
North_G02_IV06, S13,24,-4.43789292,40.71294712,-4.437893166,40.71295737,-4.437917022,40.71295704,-4.437916776,40.71294679
North_G02_IV06, S13,25,-4.437892674,40.71293687,-4.43789292,40.71294712,-4.437916776,40.71294679,-4.43791653,40.71293654
North_G02_IV06, S13,26,-4.437892428,40.71292661,-4.437892674,40.71293687,-4.43791653,40.71293654,-4.437916284,40.71292628
North_G02_IV06, S13,27,-4.437892182,40.71291636,-4.437892428,40.71292661,-4.437916284,40.71292628,-4.437916038,40.71291603
North_G02_IV06, S13,10,-4.437896107,40.7130925,-4.437896337,40.71310279,-4.437920193,40.71310249,-4.437919963,40.7130922
North_G02_IV06, S13,11,-4.437895877,40.71308221,-4.437896107,40.7130925,-4.437919963,40.7130922,-4.437919733,40.71308191
North_G02_IV06, S13,12,-4.437895647,40.71307192,-4.437895877,40.71308221,-4.437919733,40.71308191,-4.437919503,40.71307162
North_G02_IV06, S13,13,-4.437895417,40.71306163,-4.437895647,40.71307192,-4.437919503,40.71307162,-4.437919273,40.71306133
North_G02_IV06, S13,14,-4.437895187,40.71305134,-4.437895417,40.71306163,-4.437919273,40.71306133,-4.437919043,40.71305104
North_G02_IV06, S13,15,-4.437894957,40.71304105,-4.437895187,40.71305134,-4.437919043,40.71305104,-4.437918813,40.71304074
North_G02_IV06, S13,16,-4.437894727,40.71303076,-4.437894957,40.71304105,-4.437918813,40.71304074,-4.437918583,40.71303045
North_G02_IV06, S13,17,-4.437894497,40.71302047,-4.437894727,40.71303076,-4.437918583,40.71303045,-4.437918353,40.71302016
North_G02_IV06, S13,18,-4.437894267,40.71301018,-4.437894497,40.71302047,-4.437918353,40.71302016,-4.437918123,40.71300987
North_G02_IV06, S13,3,-4.437897197,40.71316567,-4.437897347,40.71317589,-4.437921205,40.71317569,-4.437921055,40.71316547
North_G02_IV06, S13,4,-4.437897047,40.71315545,-4.437897197,40.71316567,-4.437921055,40.71316547,-4.437920905,40.71315525
North_G02_IV06, S13,5,-4.437896897,40.71314523,-4.437897047,40.71315545,-4.437920905,40.71315525,-4.437920755,40.71314503
North_G02_IV06, S13,6,-4.437896747,40.71313501,-4.437896897,40.71314523,-4.437920755,40.71314503,-4.437920605,40.71313481
North_G02_IV06, S13,7,-4.437896597,40.71312479,-4.437896747,40.71313501,-4.437920605,40.71313481,-4.437920455,40.71312459
North_G02_IV06, S13,8,-4.437896447,40.71311457,-4.437896597,40.71312479,-4.437920455,40.71312459,-4.437920305,40.71311437
North_G02_IV06, S13,9,-4.437896297,40.71310435,-4.437896447,40.71311457,-4.437920305,40.71311437,-4.437920155,40.71310415
North_G02_IV06, S13,1,-4.437897518,40.71318786,-4.437897812,40.71319806,-4.437921666,40.71319767,-4.437921372,40.71318746
North_G02_IV06, S13,2,-4.437897225,40.71317766,-4.437897518,40.71318786,-4.437921372,40.71318746,-4.437921079,40.71317726
North_G02_IV06, S14,28,-4.437899025,40.71322612,-4.43789915,40.71323632,-4.437923009,40.71323616,-4.437922883,40.71322595
North_G02_IV06, S14,29,-4.437898899,40.71321592,-4.437899025,40.71322612,-4.437922883,40.71322595,-4.437922757,40.71321575
North_G02_IV06, S14,21,-4.437900376,40.71329976,-4.437900571,40.71331005,-4.437924428,40.71330979,-4.437924233,40.7132995
North_G02_IV06, S14,22,-4.437900181,40.71328948,-4.437900376,40.71329976,-4.437924233,40.7132995,-4.437924038,40.71328922
North_G02_IV06, S14,23,-4.437899986,40.71327919,-4.437900181,40.71328948,-4.437924038,40.71328922,-4.437923843,40.71327893
North_G02_IV06, S14,24,-4.437899791,40.7132689,-4.437899986,40.71327919,-4.437923843,40.71327893,-4.437923648,40.71326864
North_G02_IV06, S14,25,-4.437899595,40.71325861,-4.437899791,40.7132689,-4.437923648,40.71326864,-4.437923452,40.71325835
North_G02_IV06, S14,26,-4.4378994,40.71324832,-4.437899595,40.71325861,-4.437923452,40.71325835,-4.437923257,40.71324806
North_G02_IV06, S14,27,-4.437899205,40.71323803,-4.4378994,40.71324832,-4.437923257,40.71324806,-4.437923062,40.71323777
North_G02_IV06, S14,12,-4.437902191,40.71339388,-4.437902405,40.71340416,-4.437926233,40.71340387,-4.437926019,40.7133936
North_G02_IV06, S14,13,-4.437901978,40.71338361,-4.437902191,40.71339388,-4.437926019,40.7133936,-4.437925805,40.71338332
North_G02_IV06, S14,14,-4.437901764,40.71337333,-4.437901978,40.71338361,-4.437925805,40.71338332,-4.437925592,40.71337305
North_G02_IV06, S14,15,-4.43790155,40.71336306,-4.437901764,40.71337333,-4.437925592,40.71337305,-4.437925378,40.71336277
North_G02_IV06, S14,16,-4.437901337,40.71335278,-4.43790155,40.71336306,-4.437925378,40.71336277,-4.437925164,40.7133525
North_G02_IV06, S14,17,-4.437901123,40.71334251,-4.437901337,40.71335278,-4.437925164,40.7133525,-4.437924951,40.71334222
North_G02_IV06, S14,18,-4.437900909,40.71333223,-4.437901123,40.71334251,-4.437924951,40.71334222,-4.437924737,40.71333195
North_G02_IV06, S14,19,-4.437900696,40.71332196,-4.437900909,40.71333223,-4.437924737,40.71333195,-4.437924523,40.71332168
North_G02_IV06, S14,20,-4.437900482,40.71331169,-4.437900696,40.71332196,-4.437924523,40.71332168,-4.43792431,40.7133114
North_G02_IV06, S14,3,-4.437904276,40.71348791,-4.4379045,40.71349819,-4.437928328,40.71349789,-4.437928103,40.71348761
North_G02_IV06, S14,4,-4.437904052,40.71347764,-4.437904276,40.71348791,-4.437928103,40.71348761,-4.437927879,40.71347734
North_G02_IV06, S14,5,-4.437903827,40.71346736,-4.437904052,40.71347764,-4.437927879,40.71347734,-4.437927655,40.71346706
North_G02_IV06, S14,6,-4.437903603,40.71345709,-4.437903827,40.71346736,-4.437927655,40.71346706,-4.43792743,40.71345679
North_G02_IV06, S14,7,-4.437903378,40.71344681,-4.437903603,40.71345709,-4.43792743,40.71345679,-4.437927206,40.71344652
North_G02_IV06, S14,8,-4.437903154,40.71343654,-4.437903378,40.71344681,-4.437927206,40.71344652,-4.437926981,40.71343624
North_G02_IV06, S14,9,-4.43790293,40.71342627,-4.437903154,40.71343654,-4.437926981,40.71343624,-4.437926757,40.71342597
North_G02_IV06, S14,10,-4.437902705,40.71341599,-4.43790293,40.71342627,-4.437926757,40.71342597,-4.437926533,40.71341569
North_G02_IV06, S14,11,-4.437902481,40.71340572,-4.437902705,40.71341599,-4.437926533,40.71341569,-4.437926308,40.71340542
North_G02_IV06, S14,1,-4.437904592,40.71351007,-4.437904883,40.71352028,-4.437928708,40.71351988,-4.437928417,40.71350968
North_G02_IV06, S14,2,-4.4379043,40.71349986,-4.437904592,40.71351007,-4.437928417,40.71350968,-4.437928125,40.71349947
North_G02_IV06, S15,25,-4.437905558,40.71356132,-4.437905735,40.71357156,-4.437929564,40.71357132,-4.437929387,40.71356108
North_G02_IV06, S15,26,-4.437905382,40.71355107,-4.437905558,40.71356132,-4.437929387,40.71356108,-4.43792921,40.71355084
North_G02_IV06, S15,27,-4.437905205,40.71354083,-4.437905382,40.71355107,-4.43792921,40.71355084,-4.437929034,40.7135406
North_G02_IV06, S15,28,-4.437905029,40.71353059,-4.437905205,40.71354083,-4.437929034,40.7135406,-4.437928857,40.71353035
North_G02_IV06, S15,29,-4.437904852,40.71352035,-4.437905029,40.71353059,-4.437928857,40.71353035,-4.437928681,40.71352011
North_G02_IV06, S15,18,-4.437907352,40.71364934,-4.43790758,40.7136596,-4.437931599,40.7136593,-4.43793137,40.71364903
North_G02_IV06, S15,19,-4.437907123,40.71363907,-4.437907352,40.71364934,-4.43793137,40.71364903,-4.437931142,40.71363876
North_G02_IV06, S15,20,-4.437906894,40.7136288,-4.437907123,40.71363907,-4.437931142,40.71363876,-4.437930913,40.71362849
North_G02_IV06, S15,21,-4.437906666,40.71361853,-4.437906894,40.7136288,-4.437930913,40.71362849,-4.437930684,40.71361823
North_G02_IV06, S15,22,-4.437906437,40.71360826,-4.437906666,40.71361853,-4.437930684,40.71361823,-4.437930456,40.71360796
North_G02_IV06, S15,23,-4.437906208,40.713598,-4.437906437,40.71360826,-4.437930456,40.71360796,-4.437930227,40.71359769
North_G02_IV06, S15,24,-4.43790598,40.71358773,-4.437906208,40.713598,-4.437930227,40.71359769,-4.437929998,40.71358742
North_G02_IV06, S15,9,-4.437909592,40.71374379,-4.437909817,40.71375411,-4.437933844,40.71375381,-4.437933619,40.71374349
North_G02_IV06, S15,10,-4.437909366,40.71373347,-4.437909592,40.71374379,-4.437933619,40.71374349,-4.437933393,40.71373317
North_G02_IV06, S15,11,-4.437909141,40.71372315,-4.437909366,40.71373347,-4.437933393,40.71373317,-4.437933168,40.71372285
North_G02_IV06, S15,12,-4.437908916,40.71371283,-4.437909141,40.71372315,-4.437933168,40.71372285,-4.437932943,40.71371253
North_G02_IV06, S15,13,-4.43790869,40.71370251,-4.437908916,40.71371283,-4.437932943,40.71371253,-4.437932717,40.71370221
North_G02_IV06, S15,14,-4.437908465,40.71369219,-4.43790869,40.71370251,-4.437932717,40.71370221,-4.437932492,40.71369188
North_G02_IV06, S15,15,-4.43790824,40.71368187,-4.437908465,40.71369219,-4.437932492,40.71369188,-4.437932267,40.71368156
North_G02_IV06, S15,16,-4.437908014,40.71367154,-4.43790824,40.71368187,-4.437932267,40.71368156,-4.437932041,40.71367124
North_G02_IV06, S15,17,-4.437907789,40.71366122,-4.437908014,40.71367154,-4.437932041,40.71367124,-4.437931816,40.71366092
North_G02_IV06, S15,3,-4.437910598,40.71380709,-4.437910758,40.71381737,-4.437934779,40.71381715,-4.437934618,40.71380687
North_G02_IV06, S15,4,-4.437910437,40.7137968,-4.437910598,40.71380709,-4.437934618,40.71380687,-4.437934458,40.71379659
North_G02_IV06, S15,5,-4.437910276,40.71378652,-4.437910437,40.7137968,-4.437934458,40.71379659,-4.437934297,40.7137863
North_G02_IV06, S15,6,-4.437910116,40.71377624,-4.437910276,40.71378652,-4.437934297,40.7137863,-4.437934136,40.71377602
North_G02_IV06, S15,7,-4.437909955,40.71376595,-4.437910116,40.71377624,-4.437934136,40.71377602,-4.437933975,40.71376574
North_G02_IV06, S15,8,-4.437909794,40.71375567,-4.437909955,40.71376595,-4.437933975,40.71376574,-4.437933815,40.71375545
North_G02_IV06, S15,1,-4.437910946,40.71382906,-4.43791107,40.71383943,-4.437935092,40.71383926,-4.437934968,40.7138289
North_G02_IV06, S15,2,-4.437910823,40.7138187,-4.437910946,40.71382906,-4.437934968,40.7138289,-4.437934844,40.71381853
North_G02_IV07, S01,28,-4.437798741,40.71229153,-4.437798826,40.71230169,-4.437822773,40.71230158,-4.437822688,40.71229142
North_G02_IV07, S01,29,-4.437798655,40.71228137,-4.437798741,40.71229153,-4.437822688,40.71229142,-4.437822602,40.71228126
North_G02_IV07, S01,21,-4.437799928,40.71236494,-4.437800096,40.71237518,-4.437824042,40.71237495,-4.437823874,40.71236471
North_G02_IV07, S01,22,-4.43779976,40.7123547,-4.437799928,40.71236494,-4.437823874,40.71236471,-4.437823706,40.71235447
North_G02_IV07, S01,23,-4.437799592,40.71234445,-4.43779976,40.7123547,-4.437823706,40.71235447,-4.437823538,40.71234423
North_G02_IV07, S01,24,-4.437799424,40.71233421,-4.437799592,40.71234445,-4.437823538,40.71234423,-4.43782337,40.71233399
North_G02_IV07, S01,25,-4.437799257,40.71232397,-4.437799424,40.71233421,-4.43782337,40.71233399,-4.437823202,40.71232375
North_G02_IV07, S01,26,-4.437799089,40.71231373,-4.437799257,40.71232397,-4.437823202,40.71232375,-4.437823035,40.7123135
North_G02_IV07, S01,27,-4.437798921,40.71230349,-4.437799089,40.71231373,-4.437823035,40.7123135,-4.437822867,40.71230326
North_G02_IV07, S01,12,-4.437801867,40.71245874,-4.437802078,40.71246899,-4.437826023,40.7124687,-4.437825812,40.71245845
North_G02_IV07, S01,13,-4.437801656,40.71244848,-4.437801867,40.71245874,-4.437825812,40.71245845,-4.437825601,40.7124482
North_G02_IV07, S01,14,-4.437801445,40.71243823,-4.437801656,40.71244848,-4.437825601,40.7124482,-4.43782539,40.71243795
North_G02_IV07, S01,15,-4.437801234,40.71242798,-4.437801445,40.71243823,-4.43782539,40.71243795,-4.437825179,40.7124277
North_G02_IV07, S01,16,-4.437801023,40.71241773,-4.437801234,40.71242798,-4.437825179,40.7124277,-4.437824968,40.71241745
North_G02_IV07, S01,17,-4.437800812,40.71240748,-4.437801023,40.71241773,-4.437824968,40.71241745,-4.437824757,40.7124072
North_G02_IV07, S01,18,-4.437800601,40.71239723,-4.437800812,40.71240748,-4.437824757,40.7124072,-4.437824546,40.71239695
North_G02_IV07, S01,19,-4.437800391,40.71238698,-4.437800601,40.71239723,-4.437824546,40.71239695,-4.437824335,40.7123867
North_G02_IV07, S01,20,-4.43780018,40.71237673,-4.437800391,40.71238698,-4.437824335,40.7123867,-4.437824125,40.71237644
North_G02_IV07, S01,3,-4.437803707,40.71255248,-4.437803891,40.71256272,-4.437827836,40.71256248,-4.437827652,40.71255224
North_G02_IV07, S01,4,-4.437803523,40.71254225,-4.437803707,40.71255248,-4.437827652,40.71255224,-4.437827469,40.712542
North_G02_IV07, S01,5,-4.437803339,40.71253201,-4.437803523,40.71254225,-4.437827469,40.712542,-4.437827285,40.71253176
North_G02_IV07, S01,6,-4.437803155,40.71252177,-4.437803339,40.71253201,-4.437827285,40.71253176,-4.437827101,40.71252152
North_G02_IV07, S01,7,-4.437802971,40.71251153,-4.437803155,40.71252177,-4.437827101,40.71252152,-4.437826917,40.71251128
North_G02_IV07, S01,8,-4.437802787,40.71250129,-4.437802971,40.71251153,-4.437826917,40.71251128,-4.437826733,40.71250104
North_G02_IV07, S01,9,-4.437802603,40.71249105,-4.437802787,40.71250129,-4.437826733,40.71250104,-4.437826549,40.71249081
North_G02_IV07, S01,10,-4.43780242,40.71248081,-4.437802603,40.71249105,-4.437826549,40.71249081,-4.437826365,40.71248057
North_G02_IV07, S01,11,-4.437802236,40.71247058,-4.43780242,40.71248081,-4.437826365,40.71248057,-4.437826181,40.71247033
North_G02_IV07, S01,1,-4.437804275,40.71257463,-4.437804528,40.71258491,-4.437828471,40.71258458,-4.437828218,40.71257429
North_G02_IV07, S01,2,-4.437804021,40.71256434,-4.437804275,40.71257463,-4.437828218,40.71257429,-4.437827965,40.712564
North_G02_IV07, S02,23,-4.437805645,40.71264638,-4.437805858,40.71265664,-4.437829803,40.71265635,-4.43782959,40.71264609
North_G02_IV07, S02,24,-4.437805432,40.71263612,-4.437805645,40.71264638,-4.43782959,40.71264609,-4.437829377,40.71263583
North_G02_IV07, S02,25,-4.437805219,40.71262586,-4.437805432,40.71263612,-4.437829377,40.71263583,-4.437829164,40.71262557
North_G02_IV07, S02,26,-4.437805006,40.7126156,-4.437805219,40.71262586,-4.437829164,40.71262557,-4.437828951,40.71261531
North_G02_IV07, S02,27,-4.437804794,40.71260534,-4.437805006,40.7126156,-4.437828951,40.71261531,-4.437828738,40.71260505
North_G02_IV07, S02,28,-4.437804581,40.71259508,-4.437804794,40.71260534,-4.437828738,40.71260505,-4.437828525,40.7125948
North_G02_IV07, S02,29,-4.437804368,40.71258482,-4.437804581,40.71259508,-4.437828525,40.7125948,-4.437828312,40.71258454
North_G02_IV07, S02,16,-4.437806671,40.71271951,-4.437806817,40.71272975,-4.437830763,40.71272956,-4.437830618,40.71271931
North_G02_IV07, S02,17,-4.437806526,40.71270927,-4.437806671,40.71271951,-4.437830618,40.71271931,-4.437830472,40.71270907
North_G02_IV07, S02,18,-4.437806381,40.71269902,-4.437806526,40.71270927,-4.437830472,40.71270907,-4.437830327,40.71269883
